timestamp,open,high,low,close,volume
2025-03-03 08:00:00,2387.01,2388.11,2332.08,2345.41,31086.0888
2025-03-03 09:00:00,2345.41,2356.69,2322.01,2347.51,35838.1588
2025-03-03 10:00:00,2347.5,2366.29,2340.79,2359.19,22084.3278
2025-03-03 11:00:00,2359.18,2363.89,2344.4,2356.16,17653.0192
2025-03-03 12:00:00,2356.15,2376.78,2352.26,2367.69,27021.7407
2025-03-03 13:00:00,2367.69,2389.0,2361.3,2376.88,26703.5093
2025-03-03 14:00:00,2376.87,2380.85,2266.97,2274.81,103712.457
2025-03-03 15:00:00,2274.82,2309.48,2269.61,2287.24,76224.1301
2025-03-03 16:00:00,2287.3,2296.63,2258.0,2276.93,45099.106
2025-03-03 17:00:00,2276.92,2297.0,2265.33,2277.21,24335.0856
2025-03-03 18:00:00,2277.22,2280.35,2178.32,2193.33,116133.5925
2025-03-03 19:00:00,2193.33,2207.69,2100.0,2109.88,135640.2631
2025-03-03 20:00:00,2109.87,2140.4,2097.91,2129.16,106391.4535
2025-03-03 21:00:00,2129.16,2146.92,2103.76,2111.82,40979.7884
2025-03-03 22:00:00,2111.82,2173.29,2110.94,2166.41,34610.3267
2025-03-03 23:00:00,2166.41,2166.41,2142.7,2149.01,23324.5435
2025-03-04 00:00:00,2149.02,2167.18,2123.75,2125.21,50852.9422
2025-03-04 01:00:00,2125.21,2134.0,2025.65,2056.46,183918.7802
2025-03-04 02:00:00,2056.49,2082.0,2002.81,2067.61,112689.0768
2025-03-04 03:00:00,2067.61,2092.64,2054.64,2074.89,33918.648
2025-03-04 04:00:00,2074.89,2093.69,2070.5,2082.04,23165.9219
2025-03-04 05:00:00,2082.04,2122.12,2078.49,2106.94,35770.8174
2025-03-04 06:00:00,2106.94,2111.87,2090.11,2097.66,17738.9892
2025-03-04 07:00:00,2097.66,2102.96,2068.34,2080.41,23430.0424
2025-03-04 08:00:00,2080.42,2106.05,2071.03,2099.03,25577.3598
2025-03-04 09:00:00,2099.03,2111.83,2085.0,2087.77,21344.5372
2025-03-04 10:00:00,2087.78,2107.48,2078.73,2100.34,18718.0166
2025-03-04 11:00:00,2100.35,2118.0,2095.67,2101.36,17786.0631
2025-03-04 12:00:00,2101.38,2113.08,2082.42,2103.8,27028.6666
2025-03-04 13:00:00,2103.79,2103.79,2053.37,2064.21,50465.6759
2025-03-04 14:00:00,2064.21,2158.32,2041.0,2078.81,127346.1351
2025-03-04 15:00:00,2078.47,2086.96,2025.62,2074.49,77779.7209
2025-03-04 16:00:00,2074.49,2077.07,1993.2,2062.25,109215.3315
2025-03-04 17:00:00,2062.26,2134.68,2058.97,2118.91,67360.8558
2025-03-04 18:00:00,2118.9,2153.64,2109.75,2148.06,38851.4168
2025-03-04 19:00:00,2148.06,2174.72,2140.12,2172.65,47944.873
2025-03-04 20:00:00,2172.63,2193.15,2135.94,2139.05,54727.4854
2025-03-04 21:00:00,2139.06,2221.88,2126.06,2177.89,57232.3906
2025-03-04 22:00:00,2177.89,2187.71,2166.27,2166.5,22387.8363
2025-03-04 23:00:00,2166.49,2180.0,2159.21,2171.51,12570.7545
2025-03-05 00:00:00,2171.5,2176.14,2155.6,2165.1,21432.7001
2025-03-05 01:00:00,2165.09,2192.75,2155.03,2189.76,21154.7446
2025-03-05 02:00:00,2189.77,2190.75,2167.0,2179.3,16830.6705
